id,ibge,municipio,uf,estado,planos_municipais,destinacao_final,tipo_destinacao,possui_coleta_seletiva,coleta_participa_catadores,possui_catadores_regularizados,realizam_compostagem,participam_consorcio
100115070,150442,MARITUBA,PA,Pará,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100115071,150445,MEDICILÂNDIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115072,150450,MELGAÇO,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115073,150460,MOCAJUBA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115074,150470,MOJU,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115075,150480,MONTE ALEGRE,PA,Pará,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100115076,150490,MUANÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115077,150495,NOVA ESPERANÇA DO PIRIÁ,PA,Pará,Em Elaboração,No próprio Município,Lixão,Sim,,Não,Não,Em processo
100115078,150497,NOVA IPIXUNA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115079,150500,NOVA TIMBOTEUA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115080,150503,NOVO PROGRESSO,PA,Pará,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100115081,150506,NOVO REPARTIMENTO,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115082,150510,ÓBIDOS,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100115083,150520,OEIRAS DO PARÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115084,150530,ORIXIMINÁ,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100115085,150540,OURÉM,PA,Pará,Em Elaboração,No próprio Município,Aterro Sanitário,Não,,Não,Não,Não
100115086,150543,OURILÂNDIA DO NORTE,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115087,150548,PACAJÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115088,150549,PALESTINA DO PARÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115089,150550,PARAGOMINAS,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115090,150553,PARAUAPEBAS,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Não
100115091,150555,PAU D´ARCO,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115092,150560,PEIXE-BOI,PA,Pará,Finalizado,No próprio Município,Lixão,Não,,Sim,Não,Não
100115093,150563,PIÇARRA,PA,Pará,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100115094,150565,PLACAS,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115095,150570,PONTA DE PEDRAS,PA,Pará,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100115096,150580,PORTEL,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115097,150590,PORTO DE MOZ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115098,150600,PRAINHA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115099,150610,PRIMAVERA,PA,Pará,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100115100,150611,QUATIPURU,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115101,150613,REDENÇÃO,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115102,150616,RIO MARIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115103,150618,RONDON DO PARÁ,PA,Pará,Não Iniciado,No próprio Município,Aterro Sanitário,Não,,Nulo,Não,Não
100115104,150619,RURÓPOLIS,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115105,150620,SALINÓPOLIS,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115106,150630,SALVATERRA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115107,150635,SANTA BÁRBARA DO PARÁ,PA,Pará,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100115108,150640,SANTA CRUZ DO ARARI,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115109,150650,SANTA ISABEL DO PARÁ,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Não
100115110,150655,SANTA LUZIA DO PARÁ,PA,Pará,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Nulo,Não
100115111,150658,SANTA MARIA DAS BARREIRAS,PA,Pará,Finalizado,No próprio Município,Lixão,Não,,Não,Não,Não
100115112,150660,SANTA MARIA DO PARÁ,PA,Pará,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100115113,150670,SANTANA DO ARAGUAIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115114,150680,SANTARÉM,PA,Pará,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100115115,150690,SANTARÉM NOVO,PA,Pará,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100115116,150700,SANTO ANTÔNIO DO TAUÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115117,150710,SÃO CAETANO DE ODIVELAS,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115118,150715,SÃO DOMINGOS DO ARAGUAIA,PA,Pará,Em Elaboração,No próprio Município,Aterro Sanitário,Não,,Não,Não,Não
100115119,150720,SÃO DOMINGOS DO CAPIM,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115120,150730,SÃO FÉLIX DO XINGU,PA,Pará,Não Iniciado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100115121,150740,SÃO FRANCISCO DO PARÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115122,150745,SÃO GERALDO DO ARAGUAIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115123,150746,SÃO JOÃO DA PONTA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115124,150747,SÃO JOÃO DE PIRABAS,PA,Pará,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100115125,150750,SÃO JOÃO DO ARAGUAIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115126,150760,SÃO MIGUEL DO GUAMÁ,PA,Pará,Em Elaboração,No próprio Município,Lixão,Nulo,Nulo,Sim,Nulo,Nulo
100115127,150770,SÃO SEBASTIÃO DA BOA VISTA,PA,Pará,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100115128,150775,SAPUCAIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115129,150780,SENADOR JOSÉ PORFÍRIO,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115130,150790,SOURE,PA,Pará,Finalizado,No próprio Município,Lixão,Não,,Sim,Não,Não
100115131,150795,TAILÂNDIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115132,150796,TERRA ALTA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115133,150797,TERRA SANTA,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100115134,150800,TOMÉ-AÇU,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115135,150803,TRACUATEUA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115136,150805,TRAIRÃO,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,,Nulo,Não,Não
100115137,150808,TUCUMÃ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115138,150810,TUCURUÍ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115139,150812,ULIANÓPOLIS,PA,Pará,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100115140,150815,URUARÁ,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115141,150820,VIGIA,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115142,150830,VISEU,PA,Pará,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100115143,150835,VITÓRIA DO XINGU,PA,Pará,Finalizado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100115144,150840,XINGUARA,PA,Pará,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100115145,150475,MOJUÍ DOS CAMPOS,PA,Pará,Nulo,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100116001,160010,AMAPÁ,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116002,160020,CALÇOENE,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116003,160021,CUTIAS,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116004,160023,FERREIRA GOMES,AP,Amapá,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Sim,Não
100116005,160025,ITAUBAL,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116006,160027,LARANJAL DO JARI,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116007,160030,MACAPÁ,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116008,160040,MAZAGÃO,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116009,160050,OIAPOQUE,AP,Amapá,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100116010,160015,PEDRA BRANCA DO AMAPARI,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116011,160053,PORTO GRANDE,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116012,160055,PRACUÚBA,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116013,160060,SANTANA,AP,Amapá,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100116014,160005,SERRA DO NAVIO,AP,Amapá,Em Elaboração,No próprio Município,Aterro Sanitário,Não,,Não,Não,Não
100116015,160070,TARTARUGALZINHO,AP,Amapá,Em Elaboração,No próprio Município,Aterro Sanitário,Não,,Nulo,Não,Não
100116016,160080,VITÓRIA DO JARI,AP,Amapá,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100117001,170025,ABREULÂNDIA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117002,170030,AGUIARNÓPOLIS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100117003,170035,ALIANÇA DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Sim,Sim
100117004,170040,ALMAS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117005,170070,ALVORADA,TO,Tocantins,Finalizado,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Não
100117006,170100,ANANÁS,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117007,170105,ANGICO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117008,170110,APARECIDA DO RIO NEGRO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117009,170130,ARAGOMINAS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100117010,170190,ARAGUACEMA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Não,Não,Não
100117011,170200,ARAGUAÇU,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117012,170210,ARAGUAÍNA,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100117013,170215,ARAGUANÃ,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117014,170220,ARAGUATINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117015,170230,ARAPOEMA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117016,170240,ARRAIAS,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100117017,170255,AUGUSTINÓPOLIS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Não,Não,Não
100117018,170270,AURORA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100117019,170290,AXIXÁ DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Outro,Sim,Não,Não,Não,Não
100117020,170300,BABAÇULÂNDIA,TO,Tocantins,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100117021,170305,BANDEIRANTES DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117022,170307,BARRA DO OURO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Não,Sim
100117023,170310,BARROLÂNDIA,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100117024,170320,BERNARDO SAYÃO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117025,170330,BOM JESUS DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100117026,170360,BRASILÂNDIA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117027,170370,BREJINHO DE NAZARÉ,TO,Tocantins,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100117028,170380,BURITI DO TOCANTINS,TO,Tocantins,Não soube informar,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117029,170382,CACHOEIRINHA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não soube informar
100117030,170384,CAMPOS LINDOS,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100117031,170386,CARIRI DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117032,170388,CARMOLÂNDIA,TO,Tocantins,Não Iniciado,No próprio Município,Outro,Não,Nulo,Não,Não,Não soube informar
100117033,170389,CARRASCO BONITO,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117034,170390,CASEARA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117035,170410,CENTENÁRIO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100117036,170510,CHAPADA DA NATIVIDADE,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117037,170460,CHAPADA DE AREIA,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117038,170550,COLINAS DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117039,171670,COLMÉIA,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100117040,170555,COMBINADO,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Sim,Não
100117041,170560,CONCEIÇÃO DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117042,170600,COUTO DE MAGALHÃES,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100117043,170610,CRISTALÂNDIA,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117044,170625,CRIXÁS DO TOCANTINS,TO,Tocantins,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100117045,170650,DARCINÓPOLIS,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100117046,170700,DIANÓPOLIS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117047,170710,DIVINÓPOLIS DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117048,170720,DOIS IRMÃOS DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117049,170730,DUERÉ,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100117050,170740,ESPERANTINA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Sim,Não
100117051,170755,FÁTIMA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117052,170765,FIGUEIRÓPOLIS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,,Não,Não,Sim
100117053,170770,FILADÉLFIA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100117054,170820,FORMOSO DO ARAGUAIA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117055,170825,FORTALEZA DO TABOCÃO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117056,170830,GOIANORTE,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,,Nulo,Não,Em processo
100117057,170900,GOIATINS,TO,Tocantins,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100117058,170930,GUARAÍ,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100117059,170950,GURUPI,TO,Tocantins,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100117060,170980,IPUEIRAS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Não,Não,Não
100117061,171050,ITACAJÁ,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Sim
100117062,171070,ITAGUATINS,TO,Tocantins,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100117063,171090,ITAPIRATINS,TO,Tocantins,Finalizado,No próprio Município,Aterro Sanitário,Não,,Nulo,Não,Sim
100117064,171110,ITAPORÃ DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100117065,171150,JAÚ DO TOCANTINS,TO,Tocantins,Finalizado,Em outro Município,Nulo,Não,,Não,Não,Sim
100117066,171180,JUARINA,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117067,171190,LAGOA DA CONFUSÃO,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100117068,171195,LAGOA DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117069,171200,LAJEADO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Sim,Não
100117070,171215,LAVANDEIRA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100117071,171240,LIZARDA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117072,171245,LUZINÓPOLIS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100117073,171250,MARIANÓPOLIS DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117074,171270,MATEIROS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100117075,171280,MAURILÂNDIA DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117076,171320,MIRACEMA DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100117077,171330,MIRANORTE,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,,Nulo,Não,Em processo
100117078,171360,MONTE DO CARMO,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117079,171370,MONTE SANTO DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117081,171395,MURICILÂNDIA,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Não,Sim
100117082,171420,NATIVIDADE,TO,Tocantins,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100117083,171430,NAZARÉ,TO,Tocantins,Em Elaboração,Em outro Município,Lixão,Sim,Não,Não,Não,Sim
100117084,171488,NOVA OLINDA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117085,171500,NOVA ROSALÂNDIA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Sim,Não,Não,Não soube informar
100117086,171510,NOVO ACORDO,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117087,171515,NOVO ALEGRE,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Não,Nulo,Não
100117088,171525,NOVO JARDIM,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117089,171550,OLIVEIRA DE FÁTIMA,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Não,Sim,Não
100117090,172100,PALMAS,TO,Tocantins,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Sim,Não
100117091,171570,PALMEIRANTE,TO,Tocantins,Em Elaboração,Em outro Município,Lixão,Sim,Sim,Sim,Sim,Sim
100117092,171575,PALMEIRÓPOLIS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117093,171610,PARAÍSO DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100117094,171620,PARANÃ,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117095,171630,PAU D´ARCO,TO,Tocantins,Em Elaboração,Não soube informar,Outro,Não,Nulo,Sim,Não soube informar,Não
100117096,171650,PEDRO AFONSO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Sim,Não,Sim
100117097,171660,PEIXE,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117098,171665,PEQUIZEIRO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100117099,171700,PINDORAMA DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100117100,171720,PIRAQUÊ,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Sim
100117101,171750,PIUM,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117102,171780,PONTE ALTA DO BOM JESUS,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100117103,171790,PONTE ALTA DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117104,171800,PORTO ALEGRE DO TOCANTINS,TO,Tocantins,Não Iniciado,No próprio Município,Outro,Não,Nulo,Não,Sim,Não
100117105,171820,PORTO NACIONAL,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100117106,171830,PRAIA NORTE,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117107,171840,PRESIDENTE KENNEDY,TO,Tocantins,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Sim,Sim
100117108,171845,PUGMIL,TO,Tocantins,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não soube informar
100117109,171850,RECURSOLÂNDIA,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117110,171855,RIACHINHO,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100117111,171865,RIO DA CONCEIÇÃO,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100117112,171870,RIO DOS BOIS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117113,171875,RIO SONO,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117114,171880,SAMPAIO,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117115,171884,SANDOLÂNDIA,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117116,171886,SANTA FÉ DO ARAGUAIA,TO,Tocantins,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100117117,171888,SANTA MARIA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100117118,171889,SANTA RITA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117119,171890,SANTA ROSA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100117120,171900,SANTA TEREZA DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100117121,172000,SANTA TEREZINHA DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100117122,172010,SÃO BENTO DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100117123,172015,SÃO FÉLIX DO TOCANTINS,TO,Tocantins,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100117124,172020,SÃO MIGUEL DO TOCANTINS,TO,Tocantins,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
